## taxon_id,STRING_type,STRING_name_compact,official_name_NCBI,join_name
1341646,periphery,Mycobacterium septicum,Mycobacterium septicum DSM44393,Mycobacterium septicum
1341679,periphery,Acinetobacter indicus,Acinetobacter indicus CIP 110367,Acinetobacter indicus
1341695,periphery,Bifidobacterium bombi,Bifidobacterium bombi DSM19703,Bifidobacterium bombi
1342299,periphery,Sulfitobacter sp. MM124,Sulfitobacter sp. MM-124,Sulfitobacter sp.
1342301,periphery,Sulfitobacter sp. NB77,Sulfitobacter sp. NB-77,Sulfitobacter sp.
1342302,periphery,Sulfitobacter sp. NB68,Sulfitobacter sp. NB-68,Sulfitobacter sp.
1343158,periphery,Saccharibacter sp. AM169,Saccharibacter sp. AM169,Saccharibacter sp.
1343739,core,Palaeococcus pacificus,Palaeococcus pacificus DY20341,Palaeococcus pacificus
1343740,periphery,Streptomyces rapamycinicus,Streptomyces rapamycinicus NRRL 5491,Streptomyces rapamycinicus
1344012,periphery,Tatumella sp. NML063099,Tatumella sp. NML 06-3099,Tatumella sp.
1345023,periphery,Exiguobacterium pavilionensis,Exiguobacterium pavilionensis RW-2,Exiguobacterium pavilionensis
1345592,periphery,Helicobacter pylori SA213A,Helicobacter pylori SA213A,Helicobacter pylori
1345695,periphery,Clostridium saccharobutylicum,Clostridium saccharobutylicum DSM13864,Clostridium saccharobutylicum
1345697,periphery,Geobacillus sp. JF8,Geobacillus sp. JF8,Geobacillus sp.
1346330,periphery,Sphingobacterium paucimobilis,Sphingobacterium paucimobilis HER1398,Sphingobacterium paucimobilis
1346791,periphery,Sphingobium ummariense,Sphingobium ummariense RL-3,Sphingobium ummariense
1347086,periphery,Bacillus sp. EB01,Bacillus sp. EB01,Bacillus sp.
1347087,core,Paucisalibacillus sp. EB02,Paucisalibacillus sp. EB02,Paucisalibacillus sp.
1347342,periphery,Formosa agariphila,Formosa agariphila KMM 3901,Formosa agariphila
1347368,periphery,Bacillus sp. FF3,Bacillus sp. FF3,Bacillus sp.
1347369,periphery,Bacillus sp. FF4,Bacillus sp. FF4,Bacillus sp.
1347392,core,Anaerosalibacter sp. ND1,Anaerosalibacter sp. ND1,Anaerosalibacter sp.
1347393,periphery,Bacteroidaceae bacterium MS4,Bacteroidaceae bacterium MS4,Bacteroidaceae bacterium
1348114,core,Pseudoalteromonas sp. OCN003,Pseudoalteromonas sp. OCN003,Pseudoalteromonas sp.
1348338,periphery,Leifsonia rubra,Leifsonia rubra CMS 76R,Leifsonia rubra
1348583,periphery,Cellulophaga baltica,Cellulophaga baltica 13,Cellulophaga baltica
1348635,periphery,Vibrio diazotrophicus,Vibrio diazotrophicus NBRC 103148,Vibrio diazotrophicus
1348657,periphery,Thauera terpenica,Thauera terpenica 58Eu,Thauera terpenica
1348662,periphery,Corynebacterium argentoratense,Corynebacterium argentoratense DSM44202,Corynebacterium argentoratense
1348663,periphery,Kitasatospora cheerisanensis,Kitasatospora cheerisanensis KCTC 2395,Kitasatospora cheerisanensis
1348908,periphery,Bacillus megaterium MSP201,Bacillus megaterium MSP20.1,Bacillus megaterium
1349767,periphery,Janthinobacterium agaricidamnosum,Janthinobacterium agaricidamnosum NBRC102515,Janthinobacterium agaricidamnosum
1349785,periphery,Tenacibaculum maritimum,Tenacibaculum maritimum NBRC 15946,Tenacibaculum maritimum
1349820,periphery,Arthrobacter sp. AKYN10,Arthrobacter sp. AK-YN10,Arthrobacter sp.
1349822,core,Coprobacter fastidiosus,Coprobacter fastidiosus NSB1,Coprobacter fastidiosus
1352941,periphery,Streptomyces niveus,Streptomyces niveus NCIMB 11891,Streptomyces niveus
1353276,core,Olleya marilimosa,Olleya marilimosa CAM030,Olleya marilimosa
1353528,periphery,Thioclava sp. DT234,Thioclava sp. DT23-4,Thioclava sp.
1353529,periphery,Bacteriovorax sp. BSW11IV,Bacteriovorax sp. BSW11_IV,Bacteriovorax sp.
1353531,periphery,Ensifer sp. TW10,Ensifer sp. TW10,Ensifer sp.
1353537,core,Thioclava pacifica,Thioclava pacifica DSM10166,Thioclava pacifica
1354300,core,Peptoniphilus sp. ChDC,Peptoniphilus sp. ChDC B134,Peptoniphilus sp.
1354303,periphery,Psychrobacter aquaticus,Psychrobacter aquaticus CMS 56,Psychrobacter aquaticus
1354314,periphery,Cardinium endosymbiont cBtQ1,Cardinium endosymbiont cBtQ1 of Bemisia tabaci,Cardinium endosymbiont
1354722,periphery,Roseovarius sp. MCTG156,Roseovarius sp. MCTG156(2b),Roseovarius sp.
1355368,periphery,Arcobacter sp. AF1028,Arcobacter sp. AF1028,Arcobacter sp.
1355374,periphery,Arcobacter sp. AF1440,Arcobacter sp. AF1440,Arcobacter sp.
1356852,core,Hymenobacter sp. APR13,Hymenobacter sp. APR13,Hymenobacter sp.
1356854,periphery,Alicyclobacillus acidoterrestris,Alicyclobacillus acidoterrestris ATCC49025,Alicyclobacillus acidoterrestris
1357272,periphery,Pseudomonas syringae CC1417,Pseudomonas syringae CC1417,Pseudomonas syringae
1357275,periphery,Pseudomonas syringae CC1513,Pseudomonas syringae CC1513,Pseudomonas syringae
1357279,periphery,Pseudomonas syringae CC1557,Pseudomonas syringae CC1557,Pseudomonas syringae
1357399,periphery,Helicobacter canis,Helicobacter canis NCTC 12740,Helicobacter canis
1357400,periphery,Helicobacter macacae,Helicobacter macacae MIT 99-5501,Helicobacter macacae
1358423,periphery,Sphingobacterium antarcticus,Sphingobacterium antarcticus 4BY,Sphingobacterium antarcticus
1365176,periphery,Thermofilum sp. 1910b,Thermofilum sp. 1910b,Thermofilum sp.
1366046,core,Rhodobacteraceae bacterium HIMB11,Rhodobacteraceae bacterium HIMB11,Rhodobacteraceae bacterium
1366050,periphery,Ralstonia pickettii DTP0602,Ralstonia pickettii DTP0602,Ralstonia pickettii
1367491,periphery,Campylobacter coli 76339,Campylobacter coli 76339,Campylobacter coli
1367847,periphery,Paracoccus aminophilus,Paracoccus aminophilus JCM 7686,Paracoccus aminophilus
1370120,periphery,Mycobacterium sp. UMWGJ,Mycobacterium sp. UM_WGJ,Mycobacterium sp.
1370121,periphery,Mycobacterium sp. UMWWY,Mycobacterium sp. UM_WWY,Mycobacterium sp.
1370122,periphery,Rhizobium undicola,Rhizobium undicola ORS992,Rhizobium undicola
1370125,periphery,Mycobacterium iranicum,Mycobacterium iranicum UM_TJL,Mycobacterium iranicum
1378168,periphery,Firmicutes bacterium ASF500,Firmicutes bacterium ASF500,Firmicutes bacterium
1379270,periphery,Gemmatimonas sp. AP64,Gemmatimonas sp. AP64,Gemmatimonas sp.
1379281,periphery,Desulfonauticus sp. A7A,Desulfonauticus sp. A7A,Desulfonauticus sp.
1379698,core,candidate division ZIXI,candidate division ZIXI bacterium RBG-1,candidate division
1379701,periphery,Sphingomonas sp. FUKUSWIS1,Sphingomonas sp. FUKUSWIS1,Sphingomonas sp.
1379858,periphery,Mucispirillum schaedleri,Mucispirillum schaedleri ASF457,Mucispirillum schaedleri
1380346,periphery,Streptomyces sp. URHA0041,Streptomyces sp. URHA0041,Streptomyces sp.
1380347,periphery,Geodermatophilaceae bacterium URHB0048,Geodermatophilaceae bacterium URHB0048,Geodermatophilaceae bacterium
1380350,periphery,Mesorhizobium sp. URHC0008,Mesorhizobium sp. URHC0008,Mesorhizobium sp.
1380354,periphery,Cellulomonas sp. URHE0023,Cellulomonas sp. URHE0023,Cellulomonas sp.
1380355,periphery,Bradyrhizobium sp. URHD0069,Bradyrhizobium sp. URHD0069,Bradyrhizobium sp.
1380356,periphery,Blastococcus sp. URHD0036,Blastococcus sp. URHD0036,Blastococcus sp.
1380358,periphery,Halomonas sp. 23GOM1509m,Halomonas sp. 23_GOM-1509m,Halomonas sp.
1380367,core,Sulfitobacter sp. 20GPM1509m,Sulfitobacter sp. 20_GPM-1509m,Sulfitobacter sp.
1380370,periphery,Intrasporangiaceae bacterium URHB0013,Intrasporangiaceae bacterium URHB0013,Intrasporangiaceae bacterium
1380380,periphery,Ahrensia sp. 13GOM1096m,Ahrensia sp. 13_GOM-1096m,Ahrensia sp.
1380384,core,Tenacibaculum sp. 47AGOM205m,Tenacibaculum sp. 47A_GOM-205m,Tenacibaculum sp.
1380386,periphery,Mycobacterium sp. URHB0044,Mycobacterium sp. URHB0044,Mycobacterium sp.
1380387,periphery,Alcanivorax sp. 43BGOM46m,Alcanivorax sp. 43B_GOM-46m,Alcanivorax sp.
1380390,periphery,Solirubrobacterales bacterium URHD0059,Solirubrobacterales bacterium URHD0059,Solirubrobacterales bacterium
1380391,core,Dongia sp. URHE0060,Dongia sp. URHE0060,Dongia sp.
1380393,core,Geodermatophilaceae bacterium URHA0031,Geodermatophilaceae bacterium URHA0031,Geodermatophilaceae bacterium
1380394,core,Rhodospirillales bacterium URHD0088,Rhodospirillales bacterium URHD0088,Rhodospirillales bacterium
1380408,periphery,Anoxybacillus flavithermus yunnanensis,Anoxybacillus flavithermus subsp. yunnanensis str. E13,Anoxybacillus flavithermus
1380600,core,Flaviramulus ichthyoenteri,Flaviramulus ichthyoenteri Th78,Flaviramulus ichthyoenteri
1380763,periphery,Paenibacillus darwinianus,Paenibacillus darwinianus,Paenibacillus darwinianus
1381123,periphery,Aliihoeflea sp. 2WW,Aliihoeflea sp. 2WW,Aliihoeflea sp.
1381751,periphery,Brevibacterium sp. VCM10,Brevibacterium sp. VCM10,Brevibacterium sp.
1382230,periphery,Asaia platycodi SF21,Asaia platycodi SF2.1,Asaia platycodi
1382303,core,Caulobacteraceae bacterium PMMR1,Caulobacteraceae bacterium PMMR1,Caulobacteraceae bacterium
1382304,periphery,Alicyclobacillus macrosporangiidus,Alicyclobacillus macrosporangiidus CPP55,Alicyclobacillus macrosporangiidus
1382305,periphery,Sporosarcina sp. D27,Sporosarcina sp. D27,Sporosarcina sp.
1382306,periphery,Thermogemmatispora sp. PM5,Thermogemmatispora sp. PM5,Thermogemmatispora sp.
1382315,periphery,Geobacillus vulcani,Geobacillus vulcani PSS1,Geobacillus vulcani
1382356,periphery,Thermomicrobiales sp. KI4,Thermomicrobiales bacterium KI4,Thermomicrobiales sp.
1382358,core,Anoxybacillus tepidamans,Anoxybacillus tepidamans PS2,Anoxybacillus tepidamans
1382359,periphery,Acidobacterium sp. PMMR2,Acidobacterium sp. PMMR2,Acidobacterium sp.
1384049,periphery,Lysinibacillus manganicus,Lysinibacillus manganicus DSM26584,Lysinibacillus manganicus
1384054,periphery,Arenimonas malthae,Arenimonas malthae CC-JY-1,Arenimonas malthae
1384056,periphery,Arenimonas metalli,Arenimonas metalli CF5-1,Arenimonas metalli
1384057,periphery,Lysinibacillus sinduriensis,Lysinibacillus sinduriensis BLB-1,Lysinibacillus sinduriensis
1384065,periphery,Ruminococcus albus AD2013,Ruminococcus albus AD2013,Ruminococcus albus
1384066,periphery,Ruminococcus flavefaciens AE3010,Ruminococcus flavefaciens AE3010,Ruminococcus flavefaciens
1384484,periphery,Adlercreutzia equolifaciens,Adlercreutzia equolifaciens DSM19450,Adlercreutzia equolifaciens
1385420,periphery,Francisella sp. W121067,Francisella sp. W12-1067,Francisella sp.
1385510,periphery,Pontibacillus halophilus,Pontibacillus halophilus JSM076056,Pontibacillus halophilus
1385511,core,Pontibacillus marinus,Pontibacillus marinus BH030004,Pontibacillus marinus
1385512,periphery,Pontibacillus litoralis,Pontibacillus litoralis JSM 072002,Pontibacillus litoralis
1385513,periphery,Pontibacillus chungwhensis,Pontibacillus chungwhensis BH030062,Pontibacillus chungwhensis
1385514,core,Pontibacillus yanchengensis,Pontibacillus yanchengensis Y32,Pontibacillus yanchengensis
1385515,periphery,Lysobacter defluvii,Lysobacter defluvii IMMIB APB-9,Lysobacter defluvii
1385517,periphery,Lysobacter daejeonensis,Lysobacter daejeonensis GH1-9,Lysobacter daejeonensis
1385518,periphery,Knoellia flava,Knoellia flava TL1,Knoellia flava
1385519,periphery,Knoellia aerolata,Knoellia aerolata DSM18566,Knoellia aerolata
1385520,periphery,Knoellia sinensis,Knoellia sinensis KCTC 19936,Knoellia sinensis
1385521,periphery,Knoellia subterranea,Knoellia subterranea KCTC 19937,Knoellia subterranea
1385935,periphery,Leptolyngbya sp. Heron,Leptolyngbya sp. Heron Island J,Leptolyngbya sp.
1386089,periphery,Intrasporangium oryzae,Intrasporangium oryzae NRRL B-24470,Intrasporangium oryzae
1386969,periphery,Gordonia amicalis,Gordonia amicalis CCMA-559,Gordonia amicalis
1387197,periphery,Schmidhempelia bombi,Candidatus Schmidhempelia bombi str. Bimp,Schmidhempelia bombi
1387312,periphery,Methylophilus sp. OH31,Methylophilus sp. OH31,Methylophilus sp.
1388763,periphery,Pseudomonas mosselii,Pseudomonas mosselii SJ10,Pseudomonas mosselii
1389489,periphery,Leifsonia xyli cynodontis,Leifsonia xyli subsp. cynodontis DSM46306,Leifsonia xyli
1390370,periphery,Pseudomonas mendocina EGDAQ5,Pseudomonas mendocina EGD-AQ5,Pseudomonas mendocina
1391646,periphery,Clostridium bifermentans,[Clostridium] bifermentans WYM,Clostridium bifermentans
1391647,periphery,Clostridium sp. AdeTY,Clostridium sp. Ade.TY,Clostridium sp.
1392244,periphery,Pseudozyma brasiliensis,Pseudozyma brasiliensis,Pseudozyma brasiliensis
1392486,periphery,Prevotella sp. HUN102,Prevotella sp. HUN102,Prevotella sp.
1392487,core,Eubacterium sp. AB3007,Eubacterium sp. AB3007,Eubacterium sp.
1392488,periphery,Leeuwenhoekiella sp. HelI48,Leeuwenhoekiella sp. Hel_I_48,Leeuwenhoekiella sp.
1392489,periphery,Leeuwenhoekiella sp. MAR2009132,Leeuwenhoekiella sp. MAR_2009_132,Leeuwenhoekiella sp.
1392490,core,Sediminibacter sp. HelI10,Sediminibacter sp. Hel_I_10,Sediminibacter sp.
1392491,core,Ruminococcaceae bacterium AE2021,Ruminococcaceae bacterium AE2021,Ruminococcaceae bacterium
1392493,periphery,Lachnospiraceae bacterium AC2031,Lachnospiraceae bacterium AC2031,Lachnospiraceae bacterium
1392498,periphery,Maribacter forsetii,Maribacter forsetii DSM18668,Maribacter forsetii
1392501,core,Selenomonas ruminantium AC2024,Selenomonas ruminantium AC2024,Selenomonas ruminantium
1392502,periphery,Selenomonas ruminantium AB3002,Selenomonas ruminantium AB3002,Selenomonas ruminantium
1392540,periphery,Acinetobacter nectaris,Acinetobacter nectaris CIP 110549,Acinetobacter nectaris
1392838,periphery,Bordetella hinzii,Bordetella hinzii ATCC51730,Bordetella hinzii
1394175,periphery,Bifidobacterium sp. 7101,Bifidobacterium sp. 7101,Bifidobacterium sp.
1394176,periphery,Bifidobacterium sp. A11,Bifidobacterium sp. A11,Bifidobacterium sp.
1394178,periphery,Actinomadura madurae,Actinomadura madurae LIID-AJ290,Actinomadura madurae
1395513,core,Sporolactobacillus laevolacticus,Sporolactobacillus laevolacticus DSM442,Sporolactobacillus laevolacticus
1395516,periphery,Pseudomonas moraviensis,Pseudomonas moraviensis R28-S,Pseudomonas moraviensis
1395571,periphery,Pseudomonas taeanensis,Pseudomonas taeanensis MS-3,Pseudomonas taeanensis
1395587,periphery,Paenibacillus sp. MAEPY2,Paenibacillus sp. MAEPY2,Paenibacillus sp.
1396141,periphery,Haloferula sp. BvORR071,Haloferula sp. BvORR071,Haloferula sp.
1396418,periphery,Verrucomicrobium sp. BvORR034,Verrucomicrobium sp. BvORR034,Verrucomicrobium sp.
1396858,periphery,Marinobacter sp. ES1,Marinobacter sp. ES-1,Marinobacter sp.
1397278,core,Leucobacter sp. PH1c,Leucobacter sp. PH1c,Leucobacter sp.
1397284,periphery,Serratia sp. H1n,Serratia sp. H1n,Serratia sp.
1397527,periphery,Alcanivorax sp. P2S70,Alcanivorax sp. P2S70,Alcanivorax sp.
1397528,periphery,Halomonas sp. PBN3,Halomonas sp. PBN3,Halomonas sp.
1397666,periphery,alpha proteobacterium RS24,alpha proteobacterium RS24,alpha proteobacterium
1397693,periphery,Exiguobacterium undae,Exiguobacterium undae DSM14481,Exiguobacterium undae
1397696,periphery,Exiguobacterium marinum,Exiguobacterium marinum DSM16307,Exiguobacterium marinum
1397699,periphery,Exiguobacterium oxidotolerans,Exiguobacterium oxidotolerans JCM 12280,Exiguobacterium oxidotolerans
1398491,periphery,Borrelia valaisiana Tom4006,Borrelia valaisiana Tom4006,Borrelia valaisiana
1399115,core,Exiguobacterium sp. MH3,Exiguobacterium sp. MH3,Exiguobacterium sp.
1399147,periphery,Holospora obtusa,Holospora obtusa F1,Holospora obtusa
1399774,periphery,Enterobacter cloacae JD6301,Enterobacter cloacae JD6301,Enterobacter cloacae
1400520,periphery,Lactobacillus fabifermentans,Lactobacillus fabifermentans T30PCM01,Lactobacillus fabifermentans
1400524,periphery,Pelagibacter ubique HTCC7214,Candidatus Pelagibacter ubique HTCC7214,Pelagibacter ubique
1400525,periphery,Pelagibacter ubique HTCC7217,Candidatus Pelagibacter ubique HTCC7217,Pelagibacter ubique
1401064,periphery,Corynebacterium tuscaniense,Corynebacterium tuscaniense DNF00037,Corynebacterium tuscaniense
1401065,periphery,Oligella urethralis,Oligella urethralis DNF00040,Oligella urethralis
1401067,periphery,Veillonella montpellierensis,Veillonella montpellierensis DNF00314,Veillonella montpellierensis
1401078,core,Prevotella buccalis DNF00985,Prevotella buccalis DNF00985,Prevotella buccalis
1401328,periphery,Endolissoclinum faulkneri L5,Candidatus Endolissoclinum faulkneri L5,Endolissoclinum faulkneri
1402135,periphery,Sulfitobacter sp. H3,Sulfitobacter sp. H3,Sulfitobacter sp.
1403313,periphery,Bacillus simplex,Bacillus simplex BA2H3,Bacillus simplex
1403819,periphery,Verrucomicrobium sp. BvORR106,Verrucomicrobium sp. BvORR106,Verrucomicrobium sp.
1403946,periphery,Streptococcus anginosus DORA7,Streptococcus anginosus DORA_7,Streptococcus anginosus
1403948,core,Varibaculum cambriense DORA20,Varibaculum cambriense DORA_20,Varibaculum cambriense
1404245,periphery,Corynebacterium glycinophilum,Corynebacterium glycinophilum AJ 3170,Corynebacterium glycinophilum
1405296,periphery,Chlamydia suis,Chlamydia suis MD56,Chlamydia suis
1405498,periphery,Staphylococcus simulans,Staphylococcus simulans UMC-CNS-990,Staphylococcus simulans
1406840,periphery,Flavobacterium beibuense,Flavobacterium beibuense F44-8,Flavobacterium beibuense
1407650,periphery,Synechococcus sp. NKBG15041c,Synechococcus sp. NKBG15041c,Synechococcus sp.
1408164,periphery,Betaproteobacteria bacterium MOLA814,Betaproteobacteria bacterium MOLA814,Betaproteobacteria bacterium
1408224,periphery,Sinorhizobium americanum,Sinorhizobium americanum CCGM7,Sinorhizobium americanum
1408226,core,Vagococcus lutrae,Vagococcus lutrae LBD1,Vagococcus lutrae
1408254,periphery,Brevibacillus panacihumi,Brevibacillus panacihumi W25,Brevibacillus panacihumi
1408287,periphery,Fusobacterium nucleatum W1481,Fusobacterium nucleatum W1481,Fusobacterium nucleatum
1408303,periphery,Bacillus sp. MB2021,Bacillus sp. MB2021,Bacillus sp.
1408304,periphery,Butyrivibrio sp. FCS014,Butyrivibrio sp. FCS014,Butyrivibrio sp.
1408306,periphery,Butyrivibrio sp. MC2021,Butyrivibrio sp. MC2021,Butyrivibrio sp.
1408310,periphery,Prevotella sp. MA2016,Prevotella sp. MA2016,Prevotella sp.
1408311,periphery,Oribacterium sp. FC2011,Oribacterium sp. FC2011,Oribacterium sp.
1408312,periphery,Pseudobutyrivibrio sp. LB2011,Pseudobutyrivibrio sp. LB2011,Pseudobutyrivibrio sp.
1408321,periphery,Lachnospiraceae bacterium AC2028,Lachnospiraceae bacterium AC2028,Lachnospiraceae bacterium
1408322,periphery,Lachnospiraceae bacterium AC3007,Lachnospiraceae bacterium AC3007,Lachnospiraceae bacterium
1408323,periphery,Lachnospiraceae bacterium MA2020,Lachnospiraceae bacterium MA2020,Lachnospiraceae bacterium
1408324,periphery,Lachnospiraceae bacterium MC2017,Lachnospiraceae bacterium MC2017,Lachnospiraceae bacterium
1408415,periphery,Acholeplasma equifetale,Acholeplasma equifetale ATCC29724,Acholeplasma equifetale
1408416,periphery,Acholeplasma hippikon,Acholeplasma hippikon ATCC29725,Acholeplasma hippikon
1408417,periphery,Acholeplasma modicum,Acholeplasma modicum ATCC29102,Acholeplasma modicum
1408418,periphery,Acidiphilium angustum,Acidiphilium angustum ATCC35903,Acidiphilium angustum
1408419,periphery,Acidocella facilis,Acidocella facilis ATCC35904,Acidocella facilis
1408422,periphery,Alkaliphilus transvaalensis,Alkaliphilus transvaalensis ATCC700919,Alkaliphilus transvaalensis
1408423,core,Anaerovibrio lipolyticus,Anaerovibrio lipolyticus LB2005,Anaerovibrio lipolyticus
1408424,periphery,Bacillus bogoriensis,Bacillus bogoriensis ATCC BAA-922,Bacillus bogoriensis
1408427,periphery,Bartonella elizabethae,Bartonella elizabethae ATCC49927,Bartonella elizabethae
1408428,periphery,Bilophila wadsworthia ATCC49260,Bilophila wadsworthia ATCC49260,Bilophila wadsworthia
1408433,periphery,Crocinitomix catalasitica,Crocinitomix catalasitica ATCC23190,Crocinitomix catalasitica
1408436,periphery,Eubacterium cellulosolvens LD2006,[Eubacterium] cellulosolvens LD2006,Eubacterium cellulosolvens
1408437,core,Eubacterium desmolans,Eubacterium desmolans ATCC43058,Eubacterium desmolans
1408438,periphery,Facklamia sourekii,Facklamia sourekii ATCC700629,Facklamia sourekii
1408439,core,Fusobacterium perfoetens,Fusobacterium perfoetens ATCC29250,Fusobacterium perfoetens
1408442,periphery,Helicobacter pametensis,Helicobacter pametensis ATCC51478,Helicobacter pametensis
1408444,periphery,Legionella fairfieldensis,Legionella fairfieldensis ATCC49588,Legionella fairfieldensis
1408445,periphery,Legionella sainthelensi,Legionella sainthelensi ATCC35248,Legionella sainthelensi
1408452,periphery,Mycobacterium genavense,Mycobacterium genavense ATCC51234,Mycobacterium genavense
1408473,core,Prolixibacter bellariivorans,Prolixibacter bellariivorans ATCC BAA-1284,Prolixibacter bellariivorans
1408813,periphery,Sphingobacterium sp. H1ai,Sphingobacterium sp. H1ai,Sphingobacterium sp.
1408823,periphery,Clostridium mangenotii,[Clostridium] mangenotii TR,Clostridium mangenotii
1410608,periphery,Bacteroides sp. Ga6A2,Bacteroides sp. Ga6A2,Bacteroides sp.
1410609,periphery,Treponema sp. C6A8,Treponema sp. C6A8,Treponema sp.
1410612,periphery,Oribacterium sp. P6A1,Oribacterium sp. P6A1,Oribacterium sp.
1410613,periphery,Prevotella sp. P6B1,Prevotella sp. P6B1,Prevotella sp.
1410616,core,Pseudobutyrivibrio sp. MD2005,Pseudobutyrivibrio sp. MD2005,Pseudobutyrivibrio sp.
1410617,periphery,Ruminococcus sp. FC2018,Ruminococcus sp. FC2018,Ruminococcus sp.
1410618,core,Selenomonas sp. ND2010,Selenomonas sp. ND2010,Selenomonas sp.
1410619,periphery,Serratia sp. DD3,Serratia sp. DD3,Serratia sp.
1410620,periphery,Shinella sp. DD12,Shinella sp. DD12,Shinella sp.
1410622,periphery,Lachnospiraceae bacterium C6A11,Lachnospiraceae bacterium C6A11,Lachnospiraceae bacterium
1410624,periphery,Lachnospiraceae bacterium FE2018,Lachnospiraceae bacterium FE2018,Lachnospiraceae bacterium
1410625,core,Lachnospiraceae bacterium MD2004,Lachnospiraceae bacterium MD2004,Lachnospiraceae bacterium
1410626,periphery,Lachnospiraceae bacterium NC2004,Lachnospiraceae bacterium NC2004,Lachnospiraceae bacterium
1410628,periphery,Lachnospiraceae bacterium ND2006,Lachnospiraceae bacterium ND2006,Lachnospiraceae bacterium
1410630,periphery,Lachnospiraceae bacterium P6A3,Lachnospiraceae bacterium P6A3,Lachnospiraceae bacterium
1410631,periphery,Lachnospiraceae bacterium P6B14,Lachnospiraceae bacterium P6B14,Lachnospiraceae bacterium
1410632,periphery,Lachnospiraceae bacterium V9D3004,Lachnospiraceae bacterium V9D3004,Lachnospiraceae bacterium
1410633,periphery,Lachnospiraceae bacterium YSB2008,Lachnospiraceae bacterium YSB2008,Lachnospiraceae bacterium
1410634,core,Propionibacteriaceae bacterium P6A17,Propionibacteriaceae bacterium P6A17,Propionibacteriaceae bacterium
1410638,periphery,Ruminococcaceae bacterium AB4001,Ruminococcaceae bacterium AB4001,Ruminococcaceae bacterium
1410650,periphery,Butyrivibrio proteoclasticus P6B7,Butyrivibrio proteoclasticus P6B7,Butyrivibrio proteoclasticus
1410653,periphery,Clostridium lundense,Clostridium lundense DSM17049,Clostridium lundense
1410658,core,Kandleria vitulina,Kandleria vitulina MC3001,Kandleria vitulina
1410661,core,Lachnospira multipara LB2003,Lachnospira multipara LB2003,Lachnospira multipara
1410665,periphery,Mitsuokella jalaludinii,Mitsuokella jalaludinii DSM13811,Mitsuokella jalaludinii
1410666,periphery,Prevotella brevis,Prevotella brevis P6B11,Prevotella brevis
1410668,core,Proteiniclasticum ruminis,Proteiniclasticum ruminis DSM24773,Proteiniclasticum ruminis
1410670,periphery,Ruminococcus flavefaciens MA2007,Ruminococcus flavefaciens MA2007,Ruminococcus flavefaciens
1410674,core,Sharpea azabuensis,Sharpea azabuensis DSM18934,Sharpea azabuensis
1410676,periphery,Succinivibrio dextrinosolvens,Succinivibrio dextrinosolvens H5,Succinivibrio dextrinosolvens
1411123,core,Rhizobiales bacterium YIM77505,Rhizobiales bacterium YIM 77505,Rhizobiales bacterium
1411685,periphery,Gammaproteobacteria bacterium MOLA455,Gammaproteobacteria bacterium MOLA455,Gammaproteobacteria bacterium
1414719,periphery,Corynebacterium sp. JCB,Corynebacterium sp. JCB,Corynebacterium sp.
1414720,periphery,Clostridium sp. JCC,Clostridium sp. JCC,Clostridium sp.
1415166,periphery,Nocardia nova,Nocardia nova SH22a,Nocardia nova
1415630,periphery,Pseudomonas sp. TKP,Pseudomonas sp. TKP,Pseudomonas sp.
1415754,core,Marinobacter sp. MCTG268,Marinobacter sp. MCTG268,Marinobacter sp.
1415755,periphery,Halomonas sp. TG39a,Halomonas sp. TG39a,Halomonas sp.
1415756,periphery,Oceanicola sp. MCTG156,Oceanicola sp. MCTG156(1a),Oceanicola sp.
1415774,periphery,Clostridium botulinum 202F,Clostridium botulinum 202F,Clostridium botulinum
1415775,periphery,Clostridium baratii,Clostridium baratii str. Sullivan,Clostridium baratii
1415778,core,Porticoccus hydrocarbonoclasticus,Porticoccus hydrocarbonoclasticus MCTG13d,Porticoccus hydrocarbonoclasticus
1415779,core,Polycyclovorans algicola,Polycyclovorans algicola TG408,Polycyclovorans algicola
1415780,core,Algiphilus aromaticivorans,Algiphilus aromaticivorans DG1253,Algiphilus aromaticivorans
1416752,periphery,Microbacterium paraoxydans DH1b,Microbacterium paraoxydans DH1b,Microbacterium paraoxydans
1416759,periphery,Leifsonia aquatica,Leifsonia aquatica H1aii,Leifsonia aquatica
1416760,periphery,Myroides odoratimimus,Myroides odoratimimus H1bi,Myroides odoratimimus
1417230,periphery,Borrelia persica,Borrelia persica No12,Borrelia persica
1417296,core,Defluviimonas sp. 20V17,Defluviimonas sp. 20V17,Defluviimonas sp.
1419583,periphery,Pseudomonas mandelii PD30,Pseudomonas mandelii PD30,Pseudomonas mandelii
1419814,periphery,Streptococcus sp. VT 162,Streptococcus sp. VT 162,Streptococcus sp.
1423144,periphery,Phaeobacter gallaeciensis,Phaeobacter gallaeciensis DSM26640,Phaeobacter gallaeciensis
1423321,periphery,Bacillus sp. SJS,Bacillus sp. SJS,Bacillus sp.
1423724,periphery,Lactobacillus apodemi,Lactobacillus apodemi DSM16634,Lactobacillus apodemi
1423732,periphery,Lactobacillus casei DSM20011,Lactobacillus casei DSM20011,Lactobacillus casei
1423734,periphery,Lactobacillus composti,Lactobacillus composti DSM18527 ,Lactobacillus composti
1423743,periphery,Lactobacillus farraginis,Lactobacillus farraginis DSM18382,Lactobacillus farraginis
